horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
4,エクリプスルバン,4,先行,先行,10.742,10.742,4,3.0,12.0,11.692,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,1.467,1.467,0.0134
5,ヴァナルガンド,5,先行,先行,10.742,10.742,5,4.22,12.0,11.692,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,1.467,1.467,0.0134
7,ラフエイジアン,6,先行,先行,10.742,10.742,6,5.22,12.0,11.692,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,1.467,1.467,0.0134
8,アイウィル,7,先行,先行,10.742,10.742,7,6.0,12.0,11.692,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,1.467,1.467,0.0134
11,クロースコンバット,8,先行,先行,10.742,10.742,8,7.0,12.0,11.692,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,1.467,1.467,0.0134
1,オリーブグリーン,1,差し,差し,0.0,0.0,9,0.22,45.0,11.692,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,1.467,1.467,0.0134
9,ドバイブルース,7,差し,差し,0.0,0.0,10,6.22,45.0,11.692,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,1.467,1.467,0.0134
10,ゴールドアローン,8,差し,差し,0.0,0.0,11,7.0,45.0,11.692,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,1.467,1.467,0.0134
6,タイセイミッション,6,逃げ,逃げ,28.043,28.043,1,5.0,0.385,11.615,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,1.834,1.834,0.0167
2,メイショウフウドウ,2,先行,先行,16.428,16.428,2,1.0,12.0,11.615,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,1.834,1.834,0.0167
3,バギーウィップ,3,先行,先行,16.428,16.428,3,2.22,12.0,11.615,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,1.834,1.834,0.0167
4,エクリプスルバン,4,先行,先行,16.428,16.428,4,3.0,12.0,11.615,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,1.834,1.834,0.0167
5,ヴァナルガンド,5,先行,先行,16.428,16.428,5,4.22,12.0,11.615,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,1.834,1.834,0.0167
7,ラフエイジアン,6,先行,先行,16.428,16.428,6,5.22,12.0,11.615,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,1.834,1.834,0.0167
8,アイウィル,7,先行,先行,16.428,16.428,7,6.0,12.0,11.615,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,1.834,1.834,0.0167
11,クロースコンバット,8,先行,先行,16.428,16.428,8,7.0,12.0,11.615,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,1.834,1.834,0.0167
1,オリーブグリーン,1,差し,差し,0.0,0.0,9,0.22,45.0,11.615,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,1.834,1.834,0.0167
9,ドバイブルース,7,差し,差し,0.0,0.0,10,6.22,45.0,11.615,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,1.834,1.834,0.0167
10,ゴールドアローン,8,差し,差し,0.0,0.0,11,7.0,45.0,11.615,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,1.834,1.834,0.0167
6,タイセイミッション,6,逃げ,逃げ,33.651,33.651,1,5.0,0.462,11.538,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,2.201,2.201,0.0201
2,メイショウフウドウ,2,先行,先行,22.114,22.114,2,1.0,12.0,11.538,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,2.201,2.201,0.0201
3,バギーウィップ,3,先行,先行,22.114,22.114,3,2.22,12.0,11.538,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,2.201,2.201,0.0201
4,エクリプスルバン,4,先行,先行,22.114,22.114,4,3.0,12.0,11.538,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,2.201,2.201,0.0201
5,ヴァナルガンド,5,先行,先行,22.114,22.114,5,4.22,12.0,11.538,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,2.201,2.201,0.0201
7,ラフエイジアン,6,先行,先行,22.114,22.114,6,5.22,12.0,11.538,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,2.201,2.201,0.0201
8,アイウィル,7,先行,先行,22.114,22.114,7,6.0,12.0,11.538,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,2.201,2.201,0.0201
11,クロースコンバット,8,先行,先行,22.114,22.114,8,7.0,12.0,11.538,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,2.201,2.201,0.0201
1,オリーブグリーン,1,差し,差し,0.0,0.0,9,0.22,45.0,11.538,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,2.201,2.201,0.0201
9,ドバイブルース,7,差し,差し,0.0,0.0,10,6.22,45.0,11.538,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,2.201,2.201,0.0201
10,ゴールドアローン,8,差し,差し,0.0,0.0,11,7.0,45.0,11.538,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,2.201,2.201,0.0201
6,タイセイミッション,6,逃げ,逃げ,39.26,39.26,1,5.0,0.539,11.461,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,2.568,2.568,0.0234
2,メイショウフウドウ,2,先行,先行,27.799,27.799,2,1.0,12.0,11.461,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,2.568,2.568,0.0234
3,バギーウィップ,3,先行,先行,27.799,27.799,3,2.22,12.0,11.461,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,2.568,2.568,0.0234
4,エクリプスルバン,4,先行,先行,27.799,27.799,4,3.0,12.0,11.461,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,2.568,2.568,0.0234
5,ヴァナルガンド,5,先行,先行,27.799,27.799,5,4.22,12.0,11.461,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,2.568,2.568,0.0234
7,ラフエイジアン,6,先行,先行,27.799,27.799,6,5.22,12.0,11.461,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,2.568,2.568,0.0234
8,アイウィル,7,先行,先行,27.799,27.799,7,6.0,12.0,11.461,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,2.568,2.568,0.0234
11,クロースコンバット,8,先行,先行,27.799,27.799,8,7.0,12.0,11.461,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,2.568,2.568,0.0234
1,オリーブグリーン,1,差し,差し,0.0,0.0,9,0.22,45.0,11.461,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,2.568,2.568,0.0234
9,ドバイブルース,7,差し,差し,0.0,0.0,10,6.22,45.0,11.461,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,2.568,2.568,0.0234
10,ゴールドアローン,8,差し,差し,0.0,0.0,11,7.0,45.0,11.461,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,2.568,2.568,0.0234
6,タイセイミッション,6,逃げ,逃げ,44.868,44.868,1,5.0,0.616,11.384,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,2.935,2.935,0.0268
2,メイショウフウドウ,2,先行,先行,33.485,33.485,2,1.0,12.0,11.384,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,2.935,2.935,0.0268
3,バギーウィップ,3,先行,先行,33.485,33.485,3,2.22,12.0,11.384,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,2.935,2.935,0.0268
4,エクリプスルバン,4,先行,先行,33.485,33.485,4,3.0,12.0,11.384,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,2.935,2.935,0.0268
5,ヴァナルガンド,5,先行,先行,33.485,33.485,5,4.22,12.0,11.384,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,2.935,2.935,0.0268
7,ラフエイジアン,6,先行,先行,33.485,33.485,6,5.22,12.0,11.384,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,2.935,2.935,0.0268
8,アイウィル,7,先行,先行,33.485,33.485,7,6.0,12.0,11.384,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,2.935,2.935,0.0268
11,クロースコンバット,8,先行,先行,33.485,33.485,8,7.0,12.0,11.384,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,2.935,2.935,0.0268
