horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
6,ヴァルキリーバース,3,差し,差し,398.075,398.075,9,2.0,59.45,14.323,42.0-75.0,0.75,77.485,81.0,63.029,88.571,95.129,72.912,77.215,62.565,72.1,0.569,73.725,73.021,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.443,0.554,0.747,0.705,1.0,70.469,44.287,62.186,84.382,70.389,63.243,65.0,86.288,0.0,0.0,51.542,49.275,33.6,0.0,74.742,0.0,0.0,medium,29.518,29.518,0.2542
5,エストゥペンダ,3,差し,差し,393.69,393.69,10,2.22,63.835,14.323,42.0-75.0,0.75,77.959,88.429,63.086,81.175,91.75,71.709,76.564,71.012,66.747,-0.04,74.487,73.47,-0.889,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.088,0.14,0.918,0.727,1.0,72.695,8.75,40.391,84.811,71.462,52.505,65.0,83.778,49.909,49.909,60.756,40.5625,32.4,0.0,91.786,0.0,0.0,medium,29.518,29.518,0.2542
1,マカナ,1,差し,差し,391.447,391.447,11,0.22,66.078,14.323,42.0-75.0,0.75,69.715,78.143,51.529,71.823,84.486,72.603,68.457,56.15,65.608,-0.169,66.412,63.951,-2.769,0.434,0.286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.403,0.359,0.6,0.724,1.0,72.442,40.31,52.363,80.801,67.368,54.929,65.0,74.116,0.0,0.0,46.662,48.417500000000004,33.1,0.0,60.0,0.0,0.0,medium,29.518,29.518,0.2542
12,コガネノソラ,6,差し,差し,389.691,389.691,12,5.0,67.834,14.323,42.0-75.0,0.75,67.43,62.5,83.486,62.946,71.364,71.538,66.754,56.141,67.39,0.033,64.718,65.251,2.482,0.245,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.436,0.438,0.45,0.712,1.0,71.231,43.573,56.151,76.634,69.168,55.597,65.0,80.163,0.0,0.0,41.615,48.6375,34.1,0.0,45.0,0.0,0.0,medium,29.518,29.518,0.2542
16,セントメモリーズ,8,差し,差し,383.104,383.104,13,7.0,74.421,14.323,42.0-75.0,0.75,49.394,54.5,74.586,20.959,29.7,72.773,48.042,39.993,54.522,-1.0,46.828,46.497,0.485,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.394,0.351,0.124,0.726,1.0,72.628,39.377,52.011,62.761,58.846,43.741,65.0,42.037,0.0,0.0,32.551,50.8325,33.7,0.0,12.358,0.0,0.0,medium,29.518,29.518,0.2542
14,パラディレーヌ,7,追込,追込,369.077,369.077,14,6.0,88.448,14.323,70.0-110.0,0.75,71.301,69.714,89.243,61.19,71.643,80.259,70.386,56.633,70.419,0.378,66.634,67.601,2.796,0.459,0.718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.325,0.34,0.542,0.795,1.0,79.475,32.517,54.479,84.943,76.198,56.123,65.0,78.341,0.0,0.0,47.047,49.0325,34.4,0.0,54.236,0.0,0.0,medium,29.518,29.518,0.2542
2,ウイントワイライト,1,追込,追込,355.89,355.89,15,0.0,101.635,14.323,70.0-110.0,0.75,70.123,82.0,73.486,49.404,69.107,83.472,68.346,51.961,63.767,-0.379,65.317,64.738,-0.549,0.312,0.379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.118,0.104,0.726,0.83,1.0,83.004,11.75,43.081,84.775,73.611,48.134,65.0,56.493,0.0,0.0,56.872,44.625,32.5,0.0,72.579,0.0,0.0,medium,29.518,29.518,0.2542
4,ミアネーロ,2,追込,追込,348.934,348.934,16,1.0,108.591,14.323,70.0-110.0,0.75,56.31,64.143,76.871,34.082,49.071,57.694,54.869,48.843,54.434,-1.0,57.096,57.796,2.33,-0.602,-0.443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.205,0.201,0.441,0.598,1.0,59.783,20.476,37.968,69.035,57.141,44.219,65.0,71.434,0.0,0.0,42.419,50.57,34.1,0.0,44.082,0.0,0.0,medium,29.518,29.518,0.2542
15,ルージュソリテール,8,逃げ,逃げ,459.084,459.084,1,7.0,4.461,14.327,0.0-8.0,0.75,75.755,73.429,77.586,74.853,84.15,89.093,75.017,55.682,78.94,1.0,64.497,61.91,-2.745,0.221,0.044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.773,0.773,0.148,0.882,1.0,88.242,77.258,82.201,84.147,80.784,69.363,65.0,66.358,0.0,0.0,35.365,52.03,33.2,0.0,14.831,0.0,0.0,medium,29.906,29.906,0.2575
11,テレサ,6,先行,先行,444.757,444.757,2,5.22,18.788,14.327,12.0-32.0,0.75,70.675,68.643,82.457,67.127,74.443,77.143,69.64,55.919,74.276,0.817,63.343,62.521,0.703,0.093,0.117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.776,0.788,0.088,0.773,1.0,77.342,77.561,78.15,74.142,73.6,67.05,65.0,72.062,0.0,0.0,31.002,50.06,34.3,0.0,8.824,0.0,0.0,medium,29.906,29.906,0.2575
9,テリオスララ,5,先行,先行,440.333,440.333,3,4.22,23.212,14.327,12.0-32.0,0.75,62.736,69.714,69.8,46.956,60.379,73.614,61.48,50.261,67.721,0.071,57.392,55.399,-1.539,-0.569,-0.726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.804,0.785,0.0,0.726,1.0,72.649,80.404,75.883,60.475,64.98,63.462,65.0,62.083,0.0,0.0,30.735,53.4025,33.2,0.0,0.0,0.0,0.0,medium,29.906,29.906,0.2575
13,ビップデイジー,7,先行,先行,439.073,439.073,4,6.22,24.472,14.327,12.0-32.0,0.75,65.857,57.714,83.529,52.226,70.536,83.998,65.953,52.045,71.191,0.466,59.948,57.539,-2.458,-0.285,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.505,0.547,0.15,0.839,1.0,83.868,50.472,67.809,76.822,76.631,60.961,65.0,62.065,0.0,0.0,35.726,50.8275,33.6,0.0,15.0,0.0,0.0,medium,29.906,29.906,0.2575
7,セキトバイースト,4,先行,先行,439.046,439.046,5,3.22,24.499,14.327,12.0-32.0,0.75,63.478,59.143,87.0,49.447,65.086,69.753,62.736,53.595,69.978,0.328,60.224,57.391,-2.599,-0.254,-0.491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.755,0.814,0.061,0.703,1.0,70.283,75.469,76.376,59.897,68.56,66.657,65.0,71.029,0.0,0.0,30.738,49.06,33.8,0.0,6.122,0.0,0.0,medium,29.906,29.906,0.2575
10,ホールネス,5,先行,先行,435.798,435.798,6,4.0,27.747,14.327,12.0-32.0,0.75,59.069,60.214,85.9,49.038,50.986,59.868,57.483,53.57,63.8,-0.375,58.834,59.229,2.87,-0.409,-0.273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.628,0.628,0.209,0.598,1.0,59.798,62.847,61.475,61.899,59.287,54.342,65.0,87.623,0.0,0.0,29.207,49.894999999999996,34.4,0.0,20.882,0.0,0.0,medium,29.906,29.906,0.2575
3,ブラウンラチェット,2,先行,先行,432.883,432.883,7,1.22,30.662,14.327,12.0-32.0,0.75,49.706,43.143,88.129,30.992,39.943,55.666,48.669,45.43,56.473,-1.0,51.05,49.303,-1.369,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.635,0.591,0.261,0.555,1.0,55.523,63.507,57.47,48.349,54.363,52.362,65.0,69.685,0.0,0.0,31.875,50.98,34.6,0.0,26.111,0.0,0.0,medium,29.906,29.906,0.2575
8,ニシノティアモ,4,差し,差し,409.955,409.955,8,3.0,53.59,14.327,42.0-75.0,0.75,79.242,83.214,79.486,80.05,87.5,81.203,77.909,58.434,76.164,1.0,69.662,68.932,-0.015,0.795,0.876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.682,0.663,0.519,0.803,1.0,80.27,68.16,72.578,83.675,77.904,68.359,65.0,72.81,0.0,0.0,46.306,52.3,33.1,0.0,51.875,0.0,0.0,medium,29.906,29.906,0.2575
6,ヴァルキリーバース,3,差し,差し,404.13,404.13,9,2.0,59.416,14.327,42.0-75.0,0.75,77.485,81.0,63.029,88.571,95.129,72.912,77.215,62.565,72.1,0.569,73.725,73.021,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.443,0.554,0.747,0.705,1.0,70.469,44.287,62.186,84.382,70.389,63.243,65.0,86.288,0.0,0.0,51.542,49.275,33.6,0.0,74.742,0.0,0.0,medium,29.906,29.906,0.2575
5,エストゥペンダ,3,差し,差し,399.768,399.768,10,2.22,63.777,14.327,42.0-75.0,0.75,77.959,88.429,63.086,81.175,91.75,71.709,76.564,71.012,66.747,-0.04,74.487,73.47,-0.889,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.088,0.14,0.918,0.727,1.0,72.695,8.75,40.391,84.811,71.462,52.505,65.0,83.778,49.909,49.909,60.756,40.5625,32.4,0.0,91.786,0.0,0.0,medium,29.906,29.906,0.2575
1,マカナ,1,差し,差し,397.496,397.496,11,0.22,66.049,14.327,42.0-75.0,0.75,69.715,78.143,51.529,71.823,84.486,72.603,68.457,56.15,65.608,-0.169,66.412,63.951,-2.769,0.434,0.286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.403,0.359,0.6,0.724,1.0,72.442,40.31,52.363,80.801,67.368,54.929,65.0,74.116,0.0,0.0,46.662,48.417500000000004,33.1,0.0,60.0,0.0,0.0,medium,29.906,29.906,0.2575
12,コガネノソラ,6,差し,差し,395.74,395.74,12,5.0,67.806,14.327,42.0-75.0,0.75,67.43,62.5,83.486,62.946,71.364,71.538,66.754,56.141,67.39,0.033,64.718,65.251,2.482,0.245,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.436,0.438,0.45,0.712,1.0,71.231,43.573,56.151,76.634,69.168,55.597,65.0,80.163,0.0,0.0,41.615,48.6375,34.1,0.0,45.0,0.0,0.0,medium,29.906,29.906,0.2575
16,セントメモリーズ,8,差し,差し,389.153,389.153,13,7.0,74.392,14.327,42.0-75.0,0.75,49.394,54.5,74.586,20.959,29.7,72.773,48.042,39.993,54.522,-1.0,46.828,46.497,0.485,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.394,0.351,0.124,0.726,1.0,72.628,39.377,52.011,62.761,58.846,43.741,65.0,42.037,0.0,0.0,32.551,50.8325,33.7,0.0,12.358,0.0,0.0,medium,29.906,29.906,0.2575
14,パラディレーヌ,7,追込,追込,375.139,375.139,14,6.0,88.406,14.327,70.0-110.0,0.75,71.301,69.714,89.243,61.19,71.643,80.259,70.386,56.633,70.419,0.378,66.634,67.601,2.796,0.459,0.718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.325,0.34,0.542,0.795,1.0,79.475,32.517,54.479,84.943,76.198,56.123,65.0,78.341,0.0,0.0,47.047,49.0325,34.4,0.0,54.236,0.0,0.0,medium,29.906,29.906,0.2575
2,ウイントワイライト,1,追込,追込,361.967,361.967,15,0.0,101.578,14.327,70.0-110.0,0.75,70.123,82.0,73.486,49.404,69.107,83.472,68.346,51.961,63.767,-0.379,65.317,64.738,-0.549,0.312,0.379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.118,0.104,0.726,0.83,1.0,83.004,11.75,43.081,84.775,73.611,48.134,65.0,56.493,0.0,0.0,56.872,44.625,32.5,0.0,72.579,0.0,0.0,medium,29.906,29.906,0.2575
4,ミアネーロ,2,追込,追込,354.994,354.994,16,1.0,108.551,14.327,70.0-110.0,0.75,56.31,64.143,76.871,34.082,49.071,57.694,54.869,48.843,54.434,-1.0,57.096,57.796,2.33,-0.602,-0.443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.205,0.201,0.441,0.598,1.0,59.783,20.476,37.968,69.035,57.141,44.219,65.0,71.434,0.0,0.0,42.419,50.57,34.1,0.0,44.082,0.0,0.0,medium,29.906,29.906,0.2575
15,ルージュソリテール,8,逃げ,逃げ,465.115,465.115,1,7.0,4.45,14.331,0.0-8.0,0.75,75.755,73.429,77.586,74.853,84.15,89.093,75.017,55.682,78.94,1.0,64.497,61.91,-2.745,0.221,0.044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.773,0.773,0.148,0.882,1.0,88.242,77.258,82.201,84.147,80.784,69.363,65.0,66.358,0.0,0.0,35.365,52.03,33.2,0.0,14.831,0.0,0.0,medium,30.295,30.295,0.2609
11,テレサ,6,先行,先行,450.784,450.784,2,5.22,18.781,14.331,12.0-32.0,0.75,70.675,68.643,82.457,67.127,74.443,77.143,69.64,55.919,74.276,0.817,63.343,62.521,0.703,0.093,0.117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.776,0.788,0.088,0.773,1.0,77.342,77.561,78.15,74.142,73.6,67.05,65.0,72.062,0.0,0.0,31.002,50.06,34.3,0.0,8.824,0.0,0.0,medium,30.295,30.295,0.2609
9,テリオスララ,5,先行,先行,446.356,446.356,3,4.22,23.209,14.331,12.0-32.0,0.75,62.736,69.714,69.8,46.956,60.379,73.614,61.48,50.261,67.721,0.071,57.392,55.399,-1.539,-0.569,-0.726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.804,0.785,0.0,0.726,1.0,72.649,80.404,75.883,60.475,64.98,63.462,65.0,62.083,0.0,0.0,30.735,53.4025,33.2,0.0,0.0,0.0,0.0,medium,30.295,30.295,0.2609
13,ビップデイジー,7,先行,先行,445.125,445.125,4,6.22,24.44,14.331,12.0-32.0,0.75,65.857,57.714,83.529,52.226,70.536,83.998,65.953,52.045,71.191,0.466,59.948,57.539,-2.458,-0.285,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.505,0.547,0.15,0.839,1.0,83.868,50.472,67.809,76.822,76.631,60.961,65.0,62.065,0.0,0.0,35.726,50.8275,33.6,0.0,15.0,0.0,0.0,medium,30.295,30.295,0.2609
7,セキトバイースト,4,先行,先行,445.079,445.079,5,3.22,24.486,14.331,12.0-32.0,0.75,63.478,59.143,87.0,49.447,65.086,69.753,62.736,53.595,69.978,0.328,60.224,57.391,-2.599,-0.254,-0.491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.755,0.814,0.061,0.703,1.0,70.283,75.469,76.376,59.897,68.56,66.657,65.0,71.029,0.0,0.0,30.738,49.06,33.8,0.0,6.122,0.0,0.0,medium,30.295,30.295,0.2609
10,ホールネス,5,先行,先行,441.828,441.828,6,4.0,27.737,14.331,12.0-32.0,0.75,59.069,60.214,85.9,49.038,50.986,59.868,57.483,53.57,63.8,-0.375,58.834,59.229,2.87,-0.409,-0.273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.628,0.628,0.209,0.598,1.0,59.798,62.847,61.475,61.899,59.287,54.342,65.0,87.623,0.0,0.0,29.207,49.894999999999996,34.4,0.0,20.882,0.0,0.0,medium,30.295,30.295,0.2609
3,ブラウンラチェット,2,先行,先行,438.908,438.908,7,1.22,30.657,14.331,12.0-32.0,0.75,49.706,43.143,88.129,30.992,39.943,55.666,48.669,45.43,56.473,-1.0,51.05,49.303,-1.369,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.635,0.591,0.261,0.555,1.0,55.523,63.507,57.47,48.349,54.363,52.362,65.0,69.685,0.0,0.0,31.875,50.98,34.6,0.0,26.111,0.0,0.0,medium,30.295,30.295,0.2609
8,ニシノティアモ,4,差し,差し,415.988,415.988,8,3.0,53.577,14.331,42.0-75.0,0.75,79.242,83.214,79.486,80.05,87.5,81.203,77.909,58.434,76.164,1.0,69.662,68.932,-0.015,0.795,0.876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.682,0.663,0.519,0.803,1.0,80.27,68.16,72.578,83.675,77.904,68.359,65.0,72.81,0.0,0.0,46.306,52.3,33.1,0.0,51.875,0.0,0.0,medium,30.295,30.295,0.2609
6,ヴァルキリーバース,3,差し,差し,410.184,410.184,9,2.0,59.382,14.331,42.0-75.0,0.75,77.485,81.0,63.029,88.571,95.129,72.912,77.215,62.565,72.1,0.569,73.725,73.021,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.443,0.554,0.747,0.705,1.0,70.469,44.287,62.186,84.382,70.389,63.243,65.0,86.288,0.0,0.0,51.542,49.275,33.6,0.0,74.742,0.0,0.0,medium,30.295,30.295,0.2609
5,エストゥペンダ,3,差し,差し,405.847,405.847,10,2.22,63.718,14.331,42.0-75.0,0.75,77.959,88.429,63.086,81.175,91.75,71.709,76.564,71.012,66.747,-0.04,74.487,73.47,-0.889,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.088,0.14,0.918,0.727,1.0,72.695,8.75,40.391,84.811,71.462,52.505,65.0,83.778,49.909,49.909,60.756,40.5625,32.4,0.0,91.786,0.0,0.0,medium,30.295,30.295,0.2609
1,マカナ,1,差し,差し,403.545,403.545,11,0.22,66.02,14.331,42.0-75.0,0.75,69.715,78.143,51.529,71.823,84.486,72.603,68.457,56.15,65.608,-0.169,66.412,63.951,-2.769,0.434,0.286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.403,0.359,0.6,0.724,1.0,72.442,40.31,52.363,80.801,67.368,54.929,65.0,74.116,0.0,0.0,46.662,48.417500000000004,33.1,0.0,60.0,0.0,0.0,medium,30.295,30.295,0.2609
12,コガネノソラ,6,差し,差し,401.788,401.788,12,5.0,67.777,14.331,42.0-75.0,0.75,67.43,62.5,83.486,62.946,71.364,71.538,66.754,56.141,67.39,0.033,64.718,65.251,2.482,0.245,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.436,0.438,0.45,0.712,1.0,71.231,43.573,56.151,76.634,69.168,55.597,65.0,80.163,0.0,0.0,41.615,48.6375,34.1,0.0,45.0,0.0,0.0,medium,30.295,30.295,0.2609
16,セントメモリーズ,8,差し,差し,395.203,395.203,13,7.0,74.362,14.331,42.0-75.0,0.75,49.394,54.5,74.586,20.959,29.7,72.773,48.042,39.993,54.522,-1.0,46.828,46.497,0.485,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.394,0.351,0.124,0.726,1.0,72.628,39.377,52.011,62.761,58.846,43.741,65.0,42.037,0.0,0.0,32.551,50.8325,33.7,0.0,12.358,0.0,0.0,medium,30.295,30.295,0.2609
14,パラディレーヌ,7,追込,追込,381.2,381.2,14,6.0,88.365,14.331,70.0-110.0,0.75,71.301,69.714,89.243,61.19,71.643,80.259,70.386,56.633,70.419,0.378,66.634,67.601,2.796,0.459,0.718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.325,0.34,0.542,0.795,1.0,79.475,32.517,54.479,84.943,76.198,56.123,65.0,78.341,0.0,0.0,47.047,49.0325,34.4,0.0,54.236,0.0,0.0,medium,30.295,30.295,0.2609
2,ウイントワイライト,1,追込,追込,368.044,368.044,15,0.0,101.521,14.331,70.0-110.0,0.75,70.123,82.0,73.486,49.404,69.107,83.472,68.346,51.961,63.767,-0.379,65.317,64.738,-0.549,0.312,0.379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.118,0.104,0.726,0.83,1.0,83.004,11.75,43.081,84.775,73.611,48.134,65.0,56.493,0.0,0.0,56.872,44.625,32.5,0.0,72.579,0.0,0.0,medium,30.295,30.295,0.2609
4,ミアネーロ,2,追込,追込,361.054,361.054,16,1.0,108.511,14.331,70.0-110.0,0.75,56.31,64.143,76.871,34.082,49.071,57.694,54.869,48.843,54.434,-1.0,57.096,57.796,2.33,-0.602,-0.443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.205,0.201,0.441,0.598,1.0,59.783,20.476,37.968,69.035,57.141,44.219,65.0,71.434,0.0,0.0,42.419,50.57,34.1,0.0,44.082,0.0,0.0,medium,30.295,30.295,0.2609
15,ルージュソリテール,8,逃げ,逃げ,471.147,471.147,1,7.0,4.438,14.335,0.0-8.0,0.75,75.755,73.429,77.586,74.853,84.15,89.093,75.017,55.682,78.94,1.0,64.497,61.91,-2.745,0.221,0.044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.773,0.773,0.148,0.882,1.0,88.242,77.258,82.201,84.147,80.784,69.363,65.0,66.358,0.0,0.0,35.365,52.03,33.2,0.0,14.831,0.0,0.0,medium,30.683,30.683,0.2642
11,テレサ,6,先行,先行,456.812,456.812,2,5.22,18.773,14.335,12.0-32.0,0.75,70.675,68.643,82.457,67.127,74.443,77.143,69.64,55.919,74.276,0.817,63.343,62.521,0.703,0.093,0.117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.776,0.788,0.088,0.773,1.0,77.342,77.561,78.15,74.142,73.6,67.05,65.0,72.062,0.0,0.0,31.002,50.06,34.3,0.0,8.824,0.0,0.0,medium,30.683,30.683,0.2642
9,テリオスララ,5,先行,先行,452.38,452.38,3,4.22,23.206,14.335,12.0-32.0,0.75,62.736,69.714,69.8,46.956,60.379,73.614,61.48,50.261,67.721,0.071,57.392,55.399,-1.539,-0.569,-0.726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.804,0.785,0.0,0.726,1.0,72.649,80.404,75.883,60.475,64.98,63.462,65.0,62.083,0.0,0.0,30.735,53.4025,33.2,0.0,0.0,0.0,0.0,medium,30.683,30.683,0.2642
13,ビップデイジー,7,先行,先行,451.177,451.177,4,6.22,24.409,14.335,12.0-32.0,0.75,65.857,57.714,83.529,52.226,70.536,83.998,65.953,52.045,71.191,0.466,59.948,57.539,-2.458,-0.285,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.505,0.547,0.15,0.839,1.0,83.868,50.472,67.809,76.822,76.631,60.961,65.0,62.065,0.0,0.0,35.726,50.8275,33.6,0.0,15.0,0.0,0.0,medium,30.683,30.683,0.2642
7,セキトバイースト,4,先行,先行,451.112,451.112,5,3.22,24.473,14.335,12.0-32.0,0.75,63.478,59.143,87.0,49.447,65.086,69.753,62.736,53.595,69.978,0.328,60.224,57.391,-2.599,-0.254,-0.491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.755,0.814,0.061,0.703,1.0,70.283,75.469,76.376,59.897,68.56,66.657,65.0,71.029,0.0,0.0,30.738,49.06,33.8,0.0,6.122,0.0,0.0,medium,30.683,30.683,0.2642
10,ホールネス,5,先行,先行,447.858,447.858,6,4.0,27.727,14.335,12.0-32.0,0.75,59.069,60.214,85.9,49.038,50.986,59.868,57.483,53.57,63.8,-0.375,58.834,59.229,2.87,-0.409,-0.273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.628,0.628,0.209,0.598,1.0,59.798,62.847,61.475,61.899,59.287,54.342,65.0,87.623,0.0,0.0,29.207,49.894999999999996,34.4,0.0,20.882,0.0,0.0,medium,30.683,30.683,0.2642
3,ブラウンラチェット,2,先行,先行,444.933,444.933,7,1.22,30.652,14.335,12.0-32.0,0.75,49.706,43.143,88.129,30.992,39.943,55.666,48.669,45.43,56.473,-1.0,51.05,49.303,-1.369,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.635,0.591,0.261,0.555,1.0,55.523,63.507,57.47,48.349,54.363,52.362,65.0,69.685,0.0,0.0,31.875,50.98,34.6,0.0,26.111,0.0,0.0,medium,30.683,30.683,0.2642
8,ニシノティアモ,4,差し,差し,422.021,422.021,8,3.0,53.564,14.335,42.0-75.0,0.75,79.242,83.214,79.486,80.05,87.5,81.203,77.909,58.434,76.164,1.0,69.662,68.932,-0.015,0.795,0.876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.682,0.663,0.519,0.803,1.0,80.27,68.16,72.578,83.675,77.904,68.359,65.0,72.81,0.0,0.0,46.306,52.3,33.1,0.0,51.875,0.0,0.0,medium,30.683,30.683,0.2642
6,ヴァルキリーバース,3,差し,差し,416.238,416.238,9,2.0,59.347,14.335,42.0-75.0,0.75,77.485,81.0,63.029,88.571,95.129,72.912,77.215,62.565,72.1,0.569,73.725,73.021,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.443,0.554,0.747,0.705,1.0,70.469,44.287,62.186,84.382,70.389,63.243,65.0,86.288,0.0,0.0,51.542,49.275,33.6,0.0,74.742,0.0,0.0,medium,30.683,30.683,0.2642
5,エストゥペンダ,3,差し,差し,411.925,411.925,10,2.22,63.66,14.335,42.0-75.0,0.75,77.959,88.429,63.086,81.175,91.75,71.709,76.564,71.012,66.747,-0.04,74.487,73.47,-0.889,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.088,0.14,0.918,0.727,1.0,72.695,8.75,40.391,84.811,71.462,52.505,65.0,83.778,49.909,49.909,60.756,40.5625,32.4,0.0,91.786,0.0,0.0,medium,30.683,30.683,0.2642
1,マカナ,1,差し,差し,409.594,409.594,11,0.22,65.991,14.335,42.0-75.0,0.75,69.715,78.143,51.529,71.823,84.486,72.603,68.457,56.15,65.608,-0.169,66.412,63.951,-2.769,0.434,0.286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.403,0.359,0.6,0.724,1.0,72.442,40.31,52.363,80.801,67.368,54.929,65.0,74.116,0.0,0.0,46.662,48.417500000000004,33.1,0.0,60.0,0.0,0.0,medium,30.683,30.683,0.2642
12,コガネノソラ,6,差し,差し,407.837,407.837,12,5.0,67.749,14.335,42.0-75.0,0.75,67.43,62.5,83.486,62.946,71.364,71.538,66.754,56.141,67.39,0.033,64.718,65.251,2.482,0.245,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.436,0.438,0.45,0.712,1.0,71.231,43.573,56.151,76.634,69.168,55.597,65.0,80.163,0.0,0.0,41.615,48.6375,34.1,0.0,45.0,0.0,0.0,medium,30.683,30.683,0.2642
16,セントメモリーズ,8,差し,差し,401.253,401.253,13,7.0,74.332,14.335,42.0-75.0,0.75,49.394,54.5,74.586,20.959,29.7,72.773,48.042,39.993,54.522,-1.0,46.828,46.497,0.485,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.394,0.351,0.124,0.726,1.0,72.628,39.377,52.011,62.761,58.846,43.741,65.0,42.037,0.0,0.0,32.551,50.8325,33.7,0.0,12.358,0.0,0.0,medium,30.683,30.683,0.2642
